,name,price,description,trassmition,model,milage,fuel,Brand,Segment
209,Volkswagen T-roc,23934,United 2.0 Tdi Dsg Acc Navi Virtual,Automatic,2020,69200,Diesel,Volkswagen,Premium
210,Volkswagen Polo,17505,Comfortline 1.0 Tsi Dsg *acc*park Assist*,Automatic,2020,95110,Petrol,Volkswagen,Premium
211,Volkswagen Polo,20741,1.0 Life Led+nav+app+shz+2xpdc+gra+aid+dab,Manual,2024,22078,Petrol,Volkswagen,Premium
212,Volkswagen Polo,19508,1.0 Comfortline Led Nav Stzhzg Winter-pakt.,Manual,2021,56672,Petrol,Volkswagen,Premium
213,Volkswagen Polo,18607,Vi Highline Dsg Led Kamera Tacho Digital,Automatic,2019,61353,Petrol,Volkswagen,Premium
214,Volkswagen Polo,27697,"Style 1,0 L Tsi Dsg *matrix*ahk*acc*r-kam*",Automatic,2024,4900,Petrol,Volkswagen,Premium
215,Volkswagen Polo,19005,Comfortline 1.0 Tsi 70kw*dsg*pdc*klima*,Automatic,2020,23202,Petrol,Volkswagen,Premium
216,Volkswagen Polo,19019,Highline 1.0 Tsi 70kw 5-gang 4 Turen,Manual,2021,26839,Petrol,Volkswagen,Premium
217,Volkswagen Polo,20199,1.0 Life *gra*led*digi.c*shz*pdc*,Manual,2024,20805,Petrol,Volkswagen,Premium
218,Volkswagen Polo,19946,1.0 Mpi Led Sitzhzg Einparkhilfe Gj-reifen,Manual,2022,18610,Petrol,Volkswagen,Premium
219,Volkswagen Polo,21539,1.0 Tsi Acc Carplay Iq.drive Climatronic,Manual,2021,23979,Petrol,Volkswagen,Premium
220,Volkswagen Polo,18505,1.0 Life Led Sitzheizung Einparkhilfe Appco,Manual,2021,35693,Petrol,Volkswagen,Premium
221,Toyota Yaris,23049,Hybrid Club Kamera,Automatic,2021,28500,Hybrid,Toyota,Mid-Range
222,Toyota Rav4,27221,2.5 Hybrid Dynamic Business Awd,Automatic,2020,75411,Petrol,Toyota,Mid-Range
223,Toyota C-hr,26554,"Hybrid Gr Sport *1.hand*lenkr.-heiz.*19""alu",Automatic,2021,66399,Hybrid,Toyota,Mid-Range
224,Porsche Macan,121093,Gts *rfk*sth*ahk*led*lm*sportauspuff*pdls+,Automatic,2024,5123,Petrol,Porsche,Ultra-Luxury/Exotic
225,Porsche Macan,85237,Gts Acc Pano Voll,Automatic,2023,7450,Petrol,Porsche,Ultra-Luxury/Exotic
226,Peugeot 5008,19500,1.2 Pure Tech Allure *panoramadach *7 Sitze,Automatic,2019,131000,Petrol,Peugeot,Mid-Range
227,Peugeot 3008,37129,Hybrid4 300 Gt Ahk/panoramadach/360°kamera,Automatic,2021,28142,Hybrid,Peugeot,Mid-Range
228,Peugeot 2008,19849,Allure,Manual,2020,12333,Petrol,Peugeot,Mid-Range
229,Peugeot 3008,34155,Hybrid 225 Gt Led/navi/schiebedach/360°kame,Automatic,2021,44265,Hybrid,Peugeot,Mid-Range
230,Peugeot 2008,12330,Active,Manual,2019,49501,Petrol,Peugeot,Mid-Range
231,Peugeot 2008,14173,Allure/pano/ahk/automatik,Automatic,2019,120000,Diesel,Peugeot,Mid-Range
232,Peugeot 308,17384,Gt-line/automatik/led/kamera/navi/teilleder!,Automatic,2019,76455,Petrol,Peugeot,Mid-Range
233,Nissan Qashqai,36112,"Tekna+ 1,5 Vc-t E-power 20 Zoll Vollauss",Automatic,2023,30424,Petrol,Nissan,Mid-Range
234,Nissan Qashqai,33087,N-connecta 1.3 Mhev Xtronic Winter Techn,Automatic,2023,9388,Petrol,Nissan,Mid-Range
235,Nissan Qashqai,37257,E-power Tekna+ Leder+20z+pano+bose+matri,Automatic,2024,2,Petrol,Nissan,Mid-Range
236,Peugeot 208,10493,Erst 25000 Km / Rentner 1. Besitz,Manual,2015,25000,Petrol,Peugeot,Mid-Range
237,Nissan Qashqai,28982,48v Hybrid Navi 360°kamera Sprachbedien.,Automatic,2024,15100,Petrol,Nissan,Mid-Range
238,Nissan Qashqai,28982,48v Hybrid Navi 360°kamera Sprachbedien.,Automatic,2024,15100,Hybrid,Nissan,Mid-Range
239,Nissan Qashqai,27949,1.3 Dig-t Mhev N-connecta Shz Lhz Kamera,Manual,2023,21300,Petrol,Nissan,Mid-Range
240,Mercedes-benz Classe A,25317,Lim/amg/kam/led/ Digital Tacho,Automatic,2019,91000,Diesel,Mercedes-benz,Luxury
241,Mercedes-benz Classe A,21853,Cdi / D /harmankardon/pano/leder/wenig Km,Automatic,2018,10000,Diesel,Mercedes-benz,Luxury
242,Mercedes-benz Classe A,21250,D/pano,Automatic,2018,96000,Diesel,Mercedes-benz,Luxury
243,Hyundai Tucson,45717,N Line Hybrid 4wd 230ps At Sitzpaket Assi,Automatic,2024,25,Hybrid,Hyundai,Low-Range
244,Hyundai Tucson,19626,Premium 4wd Tuv/hu/neu,Manual,2015,84767,Petrol,Hyundai,Low-Range
245,Hyundai Tucson,30918,N-line 2.0 Crdi 4wd At 48v Vollausstattun,Automatic,2020,47000,Diesel,Hyundai,Low-Range
246,Hyundai Tucson,18143,Blue 2wd*8-fach Bereift * Top Zustand*,Manual,2017,101500,Petrol,Hyundai,Low-Range
247,Fiat 500,13511,1.0 Cult Leasing Ab 129 Euro!,Manual,2021,18488,Hybrid,Fiat,Low-Range
248,Fiat 500,13211,1.0 Cult Leasing Ab 129 Euro!,Manual,2021,22899,Hybrid,Fiat,Low-Range
249,Fiat 500,13318,Rockstar 8-fach/ Panorama/ U-connect/ Pdc,Manual,2020,41200,Petrol,Fiat,Low-Range
250,Citroen C4,25097,"Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15,Petrol,Citroen,Mid-Range
251,Citroen C4,25097,Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15,Petrol,Citroen,Mid-Range
252,Citroen C4,25097,"Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15,Petrol,Citroen,Mid-Range
253,Citroen C4,25097,Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15,Petrol,Citroen,Mid-Range
254,Citroen C4,25097,"Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15,Petrol,Citroen,Mid-Range
255,Citroen C4,25097,"Pt130 Eat8 Max Alcantara,winter+techno Paket",Automatic,2024,15,Petrol,Citroen,Mid-Range
256,Citroen C4,25097,Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15,Petrol,Citroen,Mid-Range
257,Citroen C4,25097,Pt130 Eat8 Max Alcantara Business Paket,Automatic,2024,15,Petrol,Citroen,Mid-Range
258,Bmw X3,41303,Xdrive20d M Sport Standheizung Driv.assist+,Automatic,2020,91995,Diesel,Bmw,Luxury
259,Bmw X1,22581,Sdrive 18d Advantage Aut. Nav Klimaaut. Shz,Automatic,2020,62000,Diesel,Bmw,Luxury
260,Bmw X1,31839,Sdrive18i Navi Driv.assist+ Kamera Pano.dach,Automatic,2020,23122,Petrol,Bmw,Luxury
261,Bmw X3,38171,Xdrive30e Xline Ahk Led Navi Sport Dab,Automatic,2021,79777,Hybrid,Bmw,Luxury
262,Bmw X1,29818,Xdrive25e A,Automatic,2020,41005,Hybrid,Bmw,Luxury
263,Audi Q5,41787,40 Tdi Quattro Sport S-tronic/s-line Dachhimm,Automatic,2020,74700,Diesel,Audi,Luxury
264,Audi Q5,52193,Sportback 50 Tfsi E Qu. S Tronic S Line Editi,Automatic,2021,20496,Hybrid,Audi,Luxury
265,Bmw X1,30871,Sdrive18d A,Automatic,2020,64355,Diesel,Bmw,Luxury
266,Audi Q3,49269,35 Tfsi S Line S Tronic *pano*matrix*nav+*,Automatic,2024,1500,Petrol,Audi,Luxury
267,Audi Q3,46207,Advanced 35 Tfsi Business*led*ahk*kamera*acc*,Automatic,2024,9900,Petrol,Audi,Luxury
268,Audi Q3,20892,"Quattro, Dsg,pano,ahk, Top!",Automatic,2016,81000,Petrol,Audi,Luxury
269,Audi Q2,37786,35 Tfsi S Line S Tr. *ahk*pdc+*r-cam*virt.c+*,Automatic,2024,1500,Petrol,Audi,Luxury
270,Audi A6,66556,Avant 45 Tfsi Qu. S Line Int. S Tr. *matrix*,Automatic,2024,1500,Petrol,Audi,Luxury
271,Audi A5,30213,Cabriolet Design,Automatic,2017,37000,Petrol,Audi,Luxury
272,Audi A6,52607,Avant Sport 45 Tfsi S Line|b&o|led|ahk|eph,Automatic,2023,27000,Petrol,Audi,Luxury
273,Audi A6,45434,Avant 50 Tdi Q. Matrix Hud B&o Virtual Acc,Automatic,2021,68749,Diesel,Audi,Luxury
274,Audi A4,26905,Avant 35 Tfsi S-tr Led+navi+gra+2xpdc+shz+dab,Automatic,2021,39118,Petrol,Audi,Luxury
275,Audi A6,37423,Avant 3.0 Tdi Clean Diesel Quatro Competition,Automatic,2016,98080,Diesel,Audi,Luxury
276,Audi A5,15362,Sportback 2.0 Tdi Quattro,Manual,2015,121376,Diesel,Audi,Luxury
277,Audi A4,30381,Avant 35 Tdi S Line Tour+aps+dsp+acc+ambiente,Automatic,2021,72435,Diesel,Audi,Luxury
278,Audi A4,46187,Avant 40 Tfsi Q 2x S Line Matrix Ahk Navi Vir,Automatic,2024,1617,Petrol,Audi,Luxury
279,Audi A4,50617,Avant 40 Tdi Advanced Quattro Led Navi Pano,Automatic,2024,27611,Diesel,Audi,Luxury
280,Audi A5,56445,Sportback 40 Tfsi Qu. S Line S Tr. *pano*b&o*,Automatic,2024,1500,Petrol,Audi,Luxury
281,Audi A4,48617,Avant 40 Tdi Advanced Quattro Led Navi Pano,Automatic,2024,27373,Diesel,Audi,Luxury
282,Audi A3,19784,Sportback 35 Tfsi Basis,Automatic,2019,89000,Petrol,Audi,Luxury
283,Audi A3,46147,Sportback S Line 35 Tfsi 110(150) Kw(ps) S Tr,Automatic,2024,3150,Petrol,Audi,Luxury
284,Audi A3,22826,Cabriolet *bi-xenon + Keylesgo + Navi,Automatic,2017,77603,Petrol,Audi,Luxury
285,Audi A3,45046,Lim. 40 Tfsi Qu. S Line S Tr. *pano*b&o*nav+*,Automatic,2024,1500,Petrol,Audi,Luxury
286,Audi A3,37214,Sportback Sline 40tdi Qua Navi Matrix Ahk Rfk,Automatic,2021,69300,Diesel,Audi,Luxury
287,Audi A3,30111,Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,15506,Petrol,Audi,Luxury
288,Audi A3,30111,Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,14990,Petrol,Audi,Luxury
289,Audi A3,30111,Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,14548,Petrol,Audi,Luxury
290,Audi A3,30111,Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,16589,Petrol,Audi,Luxury
291,Audi A3,30147,Sportback 30 Tfsi S Tronic *smartph.-int.*,Automatic,2023,24579,Petrol,Audi,Luxury
292,Volkswagen Tiguan,29980,Join Start-stopp R-line,Automatic,2019,60000,Petrol,Volkswagen,Premium
293,Volkswagen Tiguan,17646,2.0 Tdi Lounge Sport&style 1.hand,Manual,2015,63000,Diesel,Volkswagen,Premium
294,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
295,Volkswagen T-roc,24817,Sport 4motion/ahk/rfk/mfl/shz,Automatic,2018,84800,Petrol,Volkswagen,Premium
296,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
297,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
298,Volkswagen Tiguan,23359,Sound Bmt/start-stopp 4motiondsg*pano1.ha,Automatic,2018,130000,Diesel,Volkswagen,Premium
299,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
300,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
301,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
302,Volkswagen T-roc,25178,Style Acc App Ahk Shz Dab+ Kamera Keyless,Automatic,2021,88800,Petrol,Volkswagen,Premium
303,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
304,Volkswagen T-roc,37287,"R-line 4m Black Pano Cam Iq.drive-acc 18""",Automatic,2024,24469,Petrol,Volkswagen,Premium
305,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
306,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
307,Volkswagen Polo,23957,"Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20,Petrol,Volkswagen,Premium
308,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
309,Volkswagen T-roc,37287,"R-line 4m Black Pano Cam Iq.drive-acc 18""",Automatic,2024,12634,Petrol,Volkswagen,Premium
310,Volkswagen Polo,13679,V Highline Bmt/start-stopp R-line-paket,Manual,2017,106000,Petrol,Volkswagen,Premium
311,Volkswagen Polo,20425,Active Dsg+keyless+app+digitaltacho,Automatic,2021,34100,Petrol,Volkswagen,Premium
312,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
313,Volkswagen Polo,23657,"Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20,Petrol,Volkswagen,Premium
314,Volkswagen Polo,20261,"Life 1,0 Gra+shzg.+led+einparkh.+15´´",Manual,2024,20,Petrol,Volkswagen,Premium
315,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
316,Volkswagen T-roc,37197,1.5 Tsi Dsg R-line Led Acc Spurpaket Winte,Automatic,2024,25,Petrol,Volkswagen,Premium
317,Volkswagen Polo,15137,Vi Comfortline,Automatic,2019,102000,Diesel,Volkswagen,Premium
318,Renault Clio,19386,Tce 90 Techno Full Led Carplay 360°,Manual,2023,25200,Petrol,Renault,Unknown
319,Porsche Macan,68946,T,Automatic,2022,10594,Petrol,Porsche,Ultra-Luxury/Exotic
320,Peugeot 3008,29829,Hybrid 225 Roadtrip 1.6 Plug-in Eu6d Navi D,Automatic,2021,28249,Hybrid,Peugeot,Mid-Range
321,Peugeot 2008,15317,Allure Puretech 110 Stop&start,Manual,2017,36802,Petrol,Peugeot,Mid-Range
322,Nissan Qashqai,24548,1.3 Acenta Led+panorama+keygo+sthz,Manual,2022,38394,Petrol,Nissan,Mid-Range
323,Nissan Qashqai,30587,1.3 N-connecta Winter+connect+key+360°,Automatic,2023,10000,Petrol,Nissan,Mid-Range
324,Nissan Qashqai,33099,1.3 Dig-t Mhev Xtronic N-connecta Head U,Automatic,2023,29106,Petrol,Nissan,Mid-Range
325,Peugeot 208,20882,E- Gt*2xpdc+kam*navi*sh*chic*acc,Automatic,2021,23850,Not specified,Peugeot,Mid-Range
326,Nissan Qashqai,36177,1.5 Epower Tekna Plus Pano Hud Leder Nav,Automatic,2024,10,Petrol,Nissan,Mid-Range
327,Mini Cooper,32702,3-turer Dab Led Rfk Navi Komfortzg. Shz,Automatic,2024,4850,Petrol,Mini,Mid-Range
328,Mercedes-benz Classe A,30167,D Dct Progressive Led Parkassist Kamera,Automatic,2023,8900,Diesel,Mercedes-benz,Luxury
329,Mercedes-benz Classe A,18958,D Dct,Automatic,2019,140000,Diesel,Mercedes-benz,Luxury
330,Mercedes-benz Classe A,25653,D Business Lm+ Navi+park-assist+kam.,Automatic,2020,55160,Diesel,Mercedes-benz,Luxury
331,Mercedes-benz Classe A,25578,D Limousine Style Park+agility+d-lenkung,Automatic,2020,46646,Diesel,Mercedes-benz,Luxury
332,Fiat 500,17701,Basis Klima Einparkhilfe Fenster El.,Manual,2023,1600,Petrol,Fiat,Low-Range
333,Dacia Duster,15702,Ii Comfort*lpg*navi*kamera*tempo*ahk*sitz,Manual,2020,37000,LPG,Dacia,Low-Range
334,Fiat 500,18301,"Ro-hs 18 (klima, Pdc Hinten) Klima Navi",Manual,2024,999,Petrol,Fiat,Low-Range
335,Fiat 500,19301,Dolcevita Klima Navi Einparkhilfe,Manual,2024,99,Petrol,Fiat,Low-Range
336,Dacia Duster,13682,"Laureate 4x4 *tuv  Service Neu, 1. Hand*",Manual,2015,71704,Petrol,Dacia,Low-Range
337,Dacia Sandero,21901,Iii  Stepway Extreme Tce 90 Cvt,Automatic,2024,11,Petrol,Dacia,Low-Range
338,Dacia Duster,14489,Ii Prestige 1.2 Tce 125 Navi Klimaautom D,Manual,2018,64512,Petrol,Dacia,Low-Range
339,Dacia Duster,21301,Ii Expression,Manual,2024,15066,Petrol,Dacia,Low-Range
340,Dacia Duster,25207,Ii Journey+ 4wd*navi*klimaaut*kamera360*,Manual,2024,9500,Petrol,Dacia,Low-Range
341,Citroen C3,22301,"Puretech 100 Max (navi, Pdc Mit Kamera)",Manual,2024,10,Petrol,Citroen,Mid-Range
342,Citroen C3,17318,Puretech110 C-series*1.hd*checkheft*eph*alu*,Manual,2020,42100,Petrol,Citroen,Mid-Range
343,Citroen C3,18291,"You Pre Tech 100 ( Klima, Pdc Hinten) Klima",Manual,2024,10,Petrol,Citroen,Mid-Range
344,Bmw X3,93177,"M50 Xdrive Ahk, Panoramadach, Standheizung, H",Automatic,2024,4800,Petrol,Bmw,Luxury
345,Bmw X3,46392,Xdrive 30d Luxury Line Standhz Led Hud Ahk,Automatic,2021,43904,Diesel,Bmw,Luxury
346,Bmw X1,27718,Xdrive25e Xline Steptronic Aut. Klimaaut. Pdc,Automatic,2021,82599,Hybrid,Bmw,Luxury
347,Audi Q5,29003,40 Tdi Quattro Sport 2.0tdi Dsg Navi Virtual,Automatic,2019,93000,Diesel,Audi,Luxury
348,Audi Q3,29529,45 Tfsi E S Tronic *navi*vc*,Automatic,2021,29895,Hybrid,Audi,Luxury
349,Audi A4,25560,40 Tdi S Tr. Quattro Avant*navi*virtual *led,Automatic,2020,115000,Diesel,Audi,Luxury
350,Audi A4,26428,Avant 35 Tdi/navi/tempomat/pdc,Automatic,2020,46700,Diesel,Audi,Luxury
351,Audi A4,28533,Avant Quattro Sport 2xs-line Matrix Garantie,Automatic,2016,144750,Diesel,Audi,Luxury
352,Audi A4,34857,Avant S-line 35 Tfsi S-tr. Navi+led+shzg.,Automatic,2023,18500,Petrol,Audi,Luxury
353,Audi A1,19100,Sportback 30 Tfsi/1.hd Mwst/mmi Navi/virtual,Manual,2019,100978,Petrol,Audi,Luxury
354,Volkswagen Tiguan,29904,1.5 Tsi Comfortline Dsg Ahk*led*navi,Automatic,2020,53381,Petrol,Volkswagen,Premium
355,Volvo V60,29063,T4 R Design / Leder / H&k Sound / Led,Automatic,2019,103507,Petrol,Volvo,Premium
356,Volkswagen Tiguan,44717,2.0 Tsi 4m R-line Black Style Dsg Iq/pano,Automatic,2024,25000,Petrol,Volkswagen,Premium
357,Volkswagen Tiguan,31702,Urban Sport 1.5tsi*dsg Standhzg Acc Led,Automatic,2023,18719,Petrol,Volkswagen,Premium
358,Volkswagen Tiguan,42297,1.5 Tsi R-line Black Style Dsg *iq/pano*,Automatic,2024,21585,Petrol,Volkswagen,Premium
359,Volkswagen T-roc,27555,Sport At+mfl+sps+isofix 1.5 Tsi Sport,Automatic,2021,31200,Petrol,Volkswagen,Premium
360,Volkswagen Tiguan,16691,Sport & Style Bmt *navi*klimaa*allwettter,Manual,2015,105650,Diesel,Volkswagen,Premium
361,Volkswagen T-roc,21535,1.0 Tsi Iq.drive Navi+kamera+shz,Manual,2020,50001,Petrol,Volkswagen,Premium
362,Volkswagen Tiguan,48905,2.0 Tsi Dsg R-line 4motion Navi Led Pano,Automatic,2023,11732,Petrol,Volkswagen,Premium
363,Volkswagen Polo,26565,"Vi Gti 2.0 Tsi Dsg*acc*virtual*iq Light*18""",Automatic,2022,43600,Petrol,Volkswagen,Premium
364,Volkswagen Polo,16210,1.0 Tsi Comfortline,Manual,2018,83599,Petrol,Volkswagen,Premium
365,Volkswagen Polo,29887,"Move 1.0 Tsi Dsg / Iq.drive, Rfk, Led, Acc",Automatic,2024,6000,Petrol,Volkswagen,Premium
366,Toyota Yaris,22233,1.5 Team Dk Style Hud Teilleder Navi Sitzh,Manual,2023,7460,Petrol,Toyota,Mid-Range
367,Toyota Rav4,32881,2.5 Black Edition,Automatic,2020,77690,Hybrid,Toyota,Mid-Range
368,Toyota Rav4,32006,2.5 Vvt-i Hybrid 4x2 Lounge Super Pkw,Automatic,2019,65580,Hybrid,Toyota,Mid-Range
369,Toyota C-hr,28596,2.0i Hybrid Team D*led*navi*kamera*r18*,Automatic,2021,8500,Hybrid,Toyota,Mid-Range
370,Renault Megane,15271,Grandtour 1.5 Blue Dci Kamera+navi+sitzh,Manual,2020,69700,Diesel,Renault,Unknown
371,Renault Captur,16261,Intens Energy 1.2 Tce,Manual,2018,83100,Petrol,Renault,Unknown
372,Renault Clio,16660,Sce 65 Evolution,Manual,2022,9217,Petrol,Renault,Unknown
373,Renault Captur,36297,Rit Alpine E-tech Full Hybrid 145,Automatic,2024,15000,Hybrid,Renault,Unknown
374,Renault Captur,18492,Intens Tce 130 Gpf Shz,Manual,2019,25850,Petrol,Renault,Unknown
375,Peugeot 3008,28244,Hybrid 225 Allure Pack Eu6d Acc/blis/cam/sh,Automatic,2021,61603,Hybrid,Peugeot,Mid-Range
376,Peugeot 508,17601,"Bluehdi 130 Active,navi,kamera,pts,led,euro6",Manual,2019,108626,Diesel,Peugeot,Mid-Range
377,Peugeot 208,18222,E- Active*klima*led*,Automatic,2021,18200,Not specified,Peugeot,Mid-Range
378,Nissan Qashqai,14727,N-connecta*1.6dci*4x4*led*navi*acc*euro6,Manual,2016,124741,Diesel,Nissan,Mid-Range
379,Mercedes-benz Classe A,31413,#NAME?,Automatic,2023,19119,Petrol,Mercedes-benz,Luxury
380,Hyundai Tucson,18764,Select 2wd 1.6 Tuscon *sitzheizun,Manual,2019,81795,Petrol,Hyundai,Low-Range
381,Dacia Sandero,12299,Ii 0.9 Tce 90 Stepway Essential Klima+bt,Manual,2019,76500,Petrol,Dacia,Low-Range
382,Dacia Sandero,11287,Ii Essential,Manual,2020,17000,Petrol,Dacia,Low-Range
383,Dacia Duster,16919,Ii Prestige/360°-kamera/navi/,Manual,2019,78029,Petrol,Dacia,Low-Range
384,Dacia Duster,21301,Ii Expression,Manual,2024,14279,Petrol,Dacia,Low-Range
385,Citroen C3,15439,Pure Tech 83 Shine Pack,Manual,2021,26725,Petrol,Citroen,Mid-Range
386,Citroen C3,16186,Pure Tech 83 Shine Pack,Manual,2022,16844,Petrol,Citroen,Mid-Range
387,Bmw X3,57767,Xdrive 30i M-sport Acc Hud Standhz Led Laser,Automatic,2023,25750,Petrol,Bmw,Luxury
388,Bmw X3,40029,Xdrive20i Advantage+panorama+anh.kupplung+liv,Automatic,2021,21938,Petrol,Bmw,Luxury
389,Bmw X1,21925,Sdrive 18 D Automatik*led*1.hand*garantie,Automatic,2018,117000,Diesel,Bmw,Luxury
390,Bmw X1,30882,Sdrive18d Advantage,Automatic,2021,43494,Diesel,Bmw,Luxury
391,Bmw X1,38003,Xdrive20d M-sport Nav+led+pano+hifi+19zoll+pp,Automatic,2021,62450,Diesel,Bmw,Luxury
392,Bmw X1,51646,Xdrive23da M-sport Navi Hud Acc Pano 360°,Automatic,2024,20200,Diesel,Bmw,Luxury
393,Audi Q3,24618,1.4 Tfsi Dsg Design,Automatic,2017,41490,Petrol,Audi,Luxury
394,Audi Q2,24631,30 Tdi Sport Dsg Led Acc Ahk Panorama 2.hand,Automatic,2019,69666,Diesel,Audi,Luxury
395,Audi Q2,27627,"35 Tfsi S-line *leder*ahk*19""lm",Automatic,2021,53521,Petrol,Audi,Luxury
396,Audi Q5,36213,S-line+exp 40 Tdi Quattro Ahk.b&o.matrix.kame,Automatic,2020,117800,Diesel,Audi,Luxury
397,Audi A6,48627,"40 Tdi Quattro Avant, Matrix Led",Automatic,2024,8923,Diesel,Audi,Luxury
398,Audi A6,32012,Avant 45 Tdi Quattro Led+19z+super Zustand,Automatic,2018,80000,Diesel,Audi,Luxury
399,Audi A6,39062,Avant 40 Tdi Quattro S-line Nav+led+pano+acc,Automatic,2021,106450,Diesel,Audi,Luxury
400,Audi A4,22117,Avant 35 Tdi Aut. Navi Led Shz Ahk,Automatic,2022,130000,Diesel,Audi,Luxury
401,Audi A3,18193,Sportback 1.6 Tdi Automatik*navi*xenon*,Automatic,2019,117500,Diesel,Audi,Luxury
402,Audi A3,34032,Sportback 35 Tfsi S Line Ahk Hud Pano Standh.,Automatic,2020,39968,Petrol,Audi,Luxury
403,Audi A3,37157,Limousine 35 Tfsi S-line S-tr. Navi+led+acc,Automatic,2024,8000,Petrol,Audi,Luxury
404,Audi A3,24817,1.5 Tfsi*s Line*virtual*pan*navi*matrix*leder,Manual,2020,103970,Petrol,Audi,Luxury
405,Audi A1,17153,Sportback Sport,Manual,2018,56750,Petrol,Audi,Luxury
406,Volvo V60,28483,B4 Kombi Inscription,Automatic,2020,84400,Diesel,Volvo,Premium
407,Volkswagen Tiguan,18193,Sport & Style & . R-line,Manual,2015,71471,Petrol,Volkswagen,Premium
408,Volvo V60,39999,T6 R-design Recharge Plug-in Awd Pano/matrix,Automatic,2020,26599,Hybrid,Volvo,Premium
409,Volkswagen Tiguan,28873,1.5 Tsi Dsg United Acc Led Navi Shz+lhz,Automatic,2020,48294,Petrol,Volkswagen,Premium
410,Volkswagen Tiguan,43207,1.5 Etsi Dsg Life Ahk Led Carplay Kamera,Automatic,2024,1259,Petrol,Volkswagen,Premium
411,Volkswagen T-roc,29497,"1.5 Tsi Dsg Live Navi Alu 16"" Shzg",Automatic,2023,4160,Petrol,Volkswagen,Premium
412,Volkswagen Polo,21097,Vi Highline Dsg*pdc*sitzhzg*navi*acc*,Automatic,2019,23500,Petrol,Volkswagen,Premium
413,Volkswagen T-roc,32820,R-line Dsg Iq-light Navi Kamera 19'',Automatic,2022,40000,Diesel,Volkswagen,Premium
414,Volkswagen Polo,33193,Gti Vi Edition 25 Nav Kamera Sound Iq.drive,Automatic,2023,10590,Petrol,Volkswagen,Premium
415,Volkswagen Polo,26987,Style 1.0 Tsi Matrix*nav*2-zon*acc*,Manual,2024,3000,Petrol,Volkswagen,Premium
416,Toyota Rav4,38152,Hybrid 4x4 Team Deutschland +allrad +anhan,Automatic,2021,48694,Hybrid,Toyota,Mid-Range
417,Renault Megane,27817,Iii Coupe Tce 275 Rs*1.hd.*top Angebot,Manual,2016,70000,Petrol,Renault,Unknown
418,Renault Clio,23197,V Evolution Tce 90,Manual,2024,10,Petrol,Renault,Unknown
419,Renault Clio,11601,Leder Navi Led Kamera Keylessgo Music-face,Manual,2019,100000,Petrol,Renault,Unknown
420,Peugeot 5008,27118,Allurepack 1.2 130 Eat8 Pt Navi/shz/rfk/led,Automatic,2021,56190,Petrol,Peugeot,Mid-Range
421,Peugeot 5008,27118,Allurepack 1.2 130 Eat8 Pt Navi/shz/rfk/led,Automatic,2021,56190,Petrol,Peugeot,Mid-Range
422,Peugeot 208,16092,100ps,Manual,2020,30642,Petrol,Peugeot,Mid-Range
423,Peugeot 208,10637,Style,Manual,2017,84900,Petrol,Peugeot,Mid-Range
